llm_model,embedding_model,normalization_type,rerank_k,initial_k,alpha,baseline_recall@1,baseline_recall@5,baseline_recall@10,baseline_recall@25,baseline_recall@50,baseline_recall@100,reranked_recall@1,reranked_recall@5,reranked_recall@10,reranked_recall@25,reranked_recall@50,reranked_recall@100
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-large-Embedding-v0,both,10,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.0975609756097561,0.12195121951219512,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-large-Embedding-v0,both,25,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.12804878048780488,0.20121951219512196,0.21341463414634146,0.21341463414634146,0.3170731707317073,0.39634146341463417
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,none,5,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,none,10,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,none,25,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,5,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,10,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,25,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,variables,5,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8780487804878049,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,variables,10,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8841463414634146,0.9634146341463414,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,variables,25,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8902439024390244,0.975609756097561,0.9878048780487805,0.9878048780487805,0.9939024390243902,1.0
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,functions,5,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.40853658536585363,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,functions,10,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.4451219512195122,0.6219512195121951,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,functions,25,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.49390243902439024,0.725609756097561,0.7560975609756098,0.7621951219512195,0.8841463414634146,0.9512195121951219
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,both,5,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.10975609756097561,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,both,10,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.12804878048780488,0.17073170731707318,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196
meta-llama/Llama-3.1-70B-Instruct,avsolatorio/GIST-Embedding-v0,both,25,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.14634146341463414,0.25,0.25609756097560976,0.25609756097560976,0.34146341463414637,0.45121951219512196
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,none,5,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,none,10,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,none,25,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,docstring,5,100,0.7,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,docstring,10,100,0.7,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.975609756097561,0.9939024390243902,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,docstring,25,100,0.7,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.975609756097561,0.9939024390243902,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,variables,5,100,0.7,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.823170731707317,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,variables,10,100,0.7,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.8414634146341463,0.9451219512195121,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,variables,25,100,0.7,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.8414634146341463,0.9512195121951219,0.9695121951219512,0.9695121951219512,0.9817073170731707,0.9939024390243902
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,functions,5,100,0.7,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.4634146341463415,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,functions,10,100,0.7,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.5,0.7195121951219512,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,functions,25,100,0.7,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.5365853658536586,0.7865853658536586,0.8109756097560976,0.823170731707317,0.8963414634146342,0.9634146341463414
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,both,5,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.08536585365853659,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,both,10,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.09146341463414634,0.12195121951219512,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,both,25,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.10975609756097561,0.2073170731707317,0.21341463414634146,0.21341463414634146,0.3170731707317073,0.39634146341463417
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,none,5,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,none,10,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,none,25,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,5,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.9634146341463414,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,10,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.9634146341463414,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,25,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.9634146341463414,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,variables,5,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8353658536585366,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,variables,10,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8353658536585366,0.9695121951219512,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,variables,25,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8353658536585366,0.975609756097561,0.9817073170731707,0.9878048780487805,0.9939024390243902,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,functions,5,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.4024390243902439,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,functions,10,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.43902439024390244,0.6097560975609756,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,functions,25,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.47560975609756095,0.7134146341463414,0.7560975609756098,0.7621951219512195,0.8841463414634146,0.9512195121951219
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,both,5,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.0975609756097561,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,both,10,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.11585365853658537,0.17682926829268292,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,both,25,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.13414634146341464,0.25,0.25,0.25609756097560976,0.34146341463414637,0.45121951219512196
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,none,5,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,none,10,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,none,25,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,docstring,5,100,0.7,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,docstring,10,100,0.7,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,docstring,25,100,0.7,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,variables,5,100,0.7,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.8475609756097561,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,variables,10,100,0.7,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.8597560975609756,0.9512195121951219,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,variables,25,100,0.7,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.8658536585365854,0.9634146341463414,0.9695121951219512,0.9695121951219512,0.9817073170731707,0.9939024390243902
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,functions,5,100,0.7,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.4573170731707317,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,functions,10,100,0.7,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.49390243902439024,0.7073170731707317,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,functions,25,100,0.7,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.5060975609756098,0.7560975609756098,0.8048780487804879,0.823170731707317,0.8963414634146342,0.9634146341463414
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,both,5,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.08536585365853659,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,both,10,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.09146341463414634,0.12195121951219512,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,both,25,100,0.7,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.10975609756097561,0.20121951219512196,0.21341463414634146,0.21341463414634146,0.3170731707317073,0.39634146341463417
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,none,5,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,none,10,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,none,25,100,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.9939024390243902,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,docstring,5,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,docstring,10,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,docstring,25,100,0.7,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.9878048780487805,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,variables,5,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8780487804878049,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,variables,10,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8841463414634146,0.975609756097561,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,variables,25,100,0.7,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.8963414634146342,0.9817073170731707,0.9878048780487805,0.9878048780487805,0.9939024390243902,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,functions,5,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.4024390243902439,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,functions,10,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.4329268292682927,0.6219512195121951,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,functions,25,100,0.7,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.4451219512195122,0.6951219512195121,0.7439024390243902,0.7621951219512195,0.8841463414634146,0.9512195121951219
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,both,5,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.0975609756097561,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,both,10,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.11585365853658537,0.16463414634146342,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,both,25,100,0.7,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.12804878048780488,0.23780487804878048,0.24390243902439024,0.25609756097560976,0.34146341463414637,0.45121951219512196
