llm_model,embedding_model,normalization_type,is_pseudo,baseline_recall@1,baseline_recall@5,baseline_recall@10,baseline_recall@25,baseline_recall@50,baseline_recall@100,pseudo_recall@1,pseudo_recall@5,pseudo_recall@10,pseudo_recall@25,pseudo_recall@50,pseudo_recall@100
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9085365853658537,0.9878048780487805,0.9939024390243902,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,docstring,False,0.9634146341463414,0.9939024390243902,0.9939024390243902,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.774390243902439,0.9329268292682927,0.9451219512195121,0.975609756097561,0.975609756097561,1.0
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,variables,False,0.7865853658536586,0.926829268292683,0.9512195121951219,0.975609756097561,0.9939024390243902,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.49390243902439024,0.7439024390243902,0.8170731707317073,0.9146341463414634,0.9573170731707317,0.9878048780487805
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,functions,False,0.38414634146341464,0.6524390243902439,0.7621951219512195,0.8719512195121951,0.9329268292682927,0.9817073170731707,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.17682926829268292,0.3780487804878049,0.49390243902439024,0.6707317073170732,0.7987804878048781,0.9085365853658537
meta-llama/Llama-3.1-70B-Instruct,sentence-transformers/all-mpnet-base-v2,both,False,0.0975609756097561,0.25609756097560976,0.34146341463414637,0.4695121951219512,0.6036585365853658,0.774390243902439,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.012195121951219513,0.018292682926829267
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,none,False,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.036585365853658534,0.054878048780487805,0.10365853658536585,0.1524390243902439,0.20121951219512196
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,docstring,False,0.0,0.036585365853658534,0.054878048780487805,0.07317073170731707,0.10365853658536585,0.1524390243902439,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.024390243902439025,0.042682926829268296,0.07926829268292683,0.12195121951219512
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,variables,False,0.0,0.006097560975609756,0.006097560975609756,0.018292682926829267,0.042682926829268296,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.03048780487804878,0.054878048780487805,0.054878048780487805,0.08536585365853659,0.1402439024390244
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,functions,False,0.0,0.024390243902439025,0.06097560975609756,0.07317073170731707,0.09146341463414634,0.16463414634146342,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.024390243902439025,0.054878048780487805,0.06707317073170732,0.10975609756097561,0.14634146341463414
meta-llama/Llama-3.1-70B-Instruct,jinaai/jina-embeddings-v2-base-code,both,False,0.006097560975609756,0.03048780487804878,0.054878048780487805,0.06097560975609756,0.07317073170731707,0.08536585365853659,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9634146341463414,0.9939024390243902,0.9939024390243902,1.0,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9512195121951219,0.9939024390243902,0.9939024390243902,0.9939024390243902,1.0,1.0
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,docstring,False,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.7317073170731707,0.9207317073170732,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,variables,False,0.7865853658536586,0.9390243902439024,0.9634146341463414,0.9817073170731707,0.9939024390243902,0.9939024390243902,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.3353658536585366,0.6097560975609756,0.725609756097561,0.8536585365853658,0.9024390243902439,0.9695121951219512
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,functions,False,0.3170731707317073,0.5853658536585366,0.676829268292683,0.823170731707317,0.9024390243902439,0.9695121951219512,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.06097560975609756,0.08536585365853659,0.17073170731707318,0.2804878048780488,0.43902439024390244
meta-llama/Llama-3.1-70B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,both,False,0.018292682926829267,0.06097560975609756,0.09146341463414634,0.14634146341463414,0.24390243902439024,0.3902439024390244,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9573170731707317,0.9939024390243902,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.9817073170731707,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,docstring,False,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.6219512195121951,0.8353658536585366,0.9024390243902439,0.9573170731707317,0.975609756097561,0.9939024390243902
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,variables,False,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.47560975609756095,0.7012195121951219,0.7804878048780488,0.8658536585365854,0.9390243902439024,0.9817073170731707
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,functions,False,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.042682926829268296,0.10975609756097561,0.15853658536585366,0.24390243902439024,0.3353658536585366,0.5
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-large-Embedding-v0,both,False,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9634146341463414,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9329268292682927,0.9939024390243902,0.9939024390243902,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,docstring,False,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.6280487804878049,0.8841463414634146,0.9207317073170732,0.9634146341463414,0.9817073170731707,0.9939024390243902
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,variables,False,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.32926829268292684,0.6219512195121951,0.7012195121951219,0.8292682926829268,0.9390243902439024,0.9634146341463414
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,functions,False,0.31097560975609756,0.5548780487804879,0.6219512195121951,0.7621951219512195,0.8841463414634146,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.08536585365853659,0.13414634146341464,0.2926829268292683,0.35365853658536583,0.4878048780487805
meta-llama/Llama-3.1-8B-Instruct,avsolatorio/GIST-Embedding-v0,both,False,0.06097560975609756,0.1402439024390244,0.17682926829268292,0.25609756097560976,0.34146341463414637,0.45121951219512196,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9024390243902439,0.9817073170731707,0.9878048780487805,0.9939024390243902,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,docstring,False,0.9634146341463414,0.9939024390243902,0.9939024390243902,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.7317073170731707,0.8902439024390244,0.9329268292682927,0.9817073170731707,0.9817073170731707,1.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,variables,False,0.7865853658536586,0.926829268292683,0.9512195121951219,0.975609756097561,0.9939024390243902,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.4573170731707317,0.7621951219512195,0.8475609756097561,0.9207317073170732,0.9695121951219512,0.9817073170731707
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,functions,False,0.38414634146341464,0.6524390243902439,0.7621951219512195,0.8719512195121951,0.9329268292682927,0.9817073170731707,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1524390243902439,0.38414634146341464,0.4695121951219512,0.5853658536585366,0.7378048780487805,0.8780487804878049
meta-llama/Llama-3.1-8B-Instruct,sentence-transformers/all-mpnet-base-v2,both,False,0.0975609756097561,0.25609756097560976,0.34146341463414637,0.4695121951219512,0.6036585365853658,0.774390243902439,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.018292682926829267,0.024390243902439025,0.03048780487804878
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,none,False,0.006097560975609756,0.006097560975609756,0.006097560975609756,0.012195121951219513,0.012195121951219513,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.03048780487804878,0.06097560975609756,0.0975609756097561,0.12195121951219512,0.16463414634146342
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,docstring,False,0.0,0.03048780487804878,0.054878048780487805,0.08536585365853659,0.11585365853658537,0.2073170731707317,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.036585365853658534,0.04878048780487805,0.054878048780487805,0.10975609756097561
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,variables,False,0.006097560975609756,0.012195121951219513,0.018292682926829267,0.024390243902439025,0.04878048780487805,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.036585365853658534,0.054878048780487805,0.06707317073170732,0.07926829268292683,0.11585365853658537
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,functions,False,0.012195121951219513,0.042682926829268296,0.04878048780487805,0.07926829268292683,0.0975609756097561,0.16463414634146342,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03048780487804878,0.054878048780487805,0.06707317073170732,0.09146341463414634,0.11585365853658537
meta-llama/Llama-3.1-8B-Instruct,jinaai/jina-embeddings-v2-base-code,both,False,0.012195121951219513,0.03048780487804878,0.04878048780487805,0.06707317073170732,0.06707317073170732,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9695121951219512,0.9939024390243902,0.9939024390243902,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9695121951219512,1.0,1.0,1.0,1.0,1.0
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,docstring,False,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.7134146341463414,0.9085365853658537,0.926829268292683,0.9695121951219512,0.9878048780487805,0.9939024390243902
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,variables,False,0.7865853658536586,0.9390243902439024,0.9634146341463414,0.9817073170731707,0.9939024390243902,0.9939024390243902,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.2804878048780488,0.6036585365853658,0.7134146341463414,0.8536585365853658,0.9207317073170732,0.9695121951219512
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,functions,False,0.3170731707317073,0.5853658536585366,0.676829268292683,0.823170731707317,0.9024390243902439,0.9695121951219512,0.0,0.0,0.0,0.0,0.0,0.0
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.018292682926829267,0.06097560975609756,0.09146341463414634,0.13414634146341464,0.25,0.3902439024390244
meta-llama/Llama-3.1-8B-Instruct,flax-sentence-embeddings/st-codesearch-distilroberta-base,both,False,0.018292682926829267,0.06097560975609756,0.09146341463414634,0.14634146341463414,0.24390243902439024,0.3902439024390244,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9512195121951219,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.8719512195121951,0.9817073170731707,0.9878048780487805,0.9939024390243902,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,docstring,False,0.9817073170731707,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.49390243902439024,0.7926829268292683,0.8841463414634146,0.9146341463414634,0.9634146341463414,0.9817073170731707
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,variables,False,0.75,0.9024390243902439,0.9512195121951219,0.9695121951219512,0.9817073170731707,0.9939024390243902,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,functions,True,0.0,0.0,0.0,0.0,0.0,0.0,0.3475609756097561,0.5914634146341463,0.6280487804878049,0.7865853658536586,0.8719512195121951,0.9573170731707317
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,functions,False,0.3597560975609756,0.6036585365853658,0.7378048780487805,0.823170731707317,0.8963414634146342,0.9634146341463414,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,both,True,0.0,0.0,0.0,0.0,0.0,0.0,0.06097560975609756,0.10975609756097561,0.1524390243902439,0.22560975609756098,0.32926829268292684,0.4329268292682927
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-large-Embedding-v0,both,False,0.04878048780487805,0.10975609756097561,0.12195121951219512,0.21341463414634146,0.3170731707317073,0.39634146341463417,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,none,True,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,none,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,docstring,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9207317073170732,0.9939024390243902,0.9939024390243902,0.9939024390243902,1.0,1.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,docstring,False,0.9878048780487805,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,variables,True,0.0,0.0,0.0,0.0,0.0,0.0,0.6158536585365854,0.8414634146341463,0.9024390243902439,0.9634146341463414,0.975609756097561,0.9878048780487805
mistralai/Mixtral-8x7B-Instruct-v0.1,avsolatorio/GIST-Embedding-v0,variables,False,0.823170731707317,0.9573170731707317,0.975609756097561,0.9878048780487805,0.9939024390243902,1.0,0.0,0.0,0.0,0.0,0.0,0.0
